	Term_NDoc_Date	Sentence	Frame
3	18_119_2015-09-08	Zweitens stellt sich für uns die Frage, wie abgegrenzt wird, dass diese Flüchtlinge nur Leistungen nach dem Asylbewerberleistungsgesetz bekommen.	x
4	18_119_2015-09-08	Ich denke, der diskriminierungsfreie Zugang zur allgemeinen Gesundheitsversorgung und nicht zu der eingeschränkten Gesundheitsversorgung nach dem Asylbewerberleistungsgesetz ist ein soziales Menschenrecht.	1.1
5	18_119_2015-09-08	Was die Bekämpfung von Diabetes angeht, ist auch der Aspekt von Migration und Integration diesmal im Haushalt nachzulesen.	x
6	18_119_2015-09-08	Im Rahmen dieser Veranstaltung sind sehr viele Maßnahmen gerade im Bereich der Migration und Integration besprochen worden, die wir jetzt in diesem Haushalt suchen werden.	x
7	18_119_2015-09-08	Mich freut es daher, dass wir auch im Einzelplan 15 Mittel für Aspekte der Migration und der Integration eingestellt haben.	x
8	18_119_2015-09-08	Außerdem freue ich mich darüber, dass nun auch NRW einen unbürokratischen Weg für die Einführung einer Gesundheitskarte für Asylsuchende gefunden und frei gemacht hat.	2
9	18_119_2015-09-08	Wenn sich Menschen in Not gewissenlosen Schleppern anvertrauen, wenn ihr Leben auf dem Mittelmeer in Gefahr gerät oder wenn sie in einem Lastwagen qualvoll ersticken, dann bleibt die Würde der Menschen auf der Strecke.	2.4
10	18_119_2015-09-08	Rassistische, fremdenfeindliche oder sonstige menschenverachtende Motive eines Täters können bei der Strafzumessung jetzt ausdrücklich berücksichtigt werden.	1.3
11	18_119_2015-09-08	Es war richtig, dass die Bundesanwaltschaft nach dem Brandanschlag auf eine Unterkunft für Asylbewerber in Salzhemmendorf sofort aktiv geworden ist.	x
12	18_119_2015-09-08	Das Grundrecht auf Asyl war eine Lehre aus unserer eigenen Vergangenheit.	1.2
13	18_119_2015-09-08	Die Vielfalt der Kulturen, der Religionen und der Traditionen ist manchmal anstrengend – wir erleben es heute schon –, und sie wird in einer Einwanderungsgesellschaft, die wir sind und die wir noch mehr werden, auch nicht weniger werden.	1.6
14	18_119_2015-09-08	Die Debatte über ein Einwanderungsgesetz oder darüber, wie wir Einwanderung organisieren, wird weitergehen, und wir werden die Strafvorschriften gegen den Menschenhandel ausbauen.	2.2
15	18_119_2015-09-08	Ich bin überzeugt, dass wir beides brauchen: legale Möglichkeiten der Einwanderung und die Verfolgung von gewissenlosen Schleppern.	2
16	18_119_2015-09-08	Das Jahr hat gezeigt, dass Rassismus und rechte Gewalt am Rande der Gesellschaft fortleben, dass sie auch in einer offenen,  Katja Keul  Deutscher Bundestag – 18.	1.3
17	18_119_2015-09-08	Eine ähnliche Schnittstellenfunktion erfüllt der Generalbundesanwalt beim Thema islamistischer Terrorismus.	x
18	18_119_2015-09-08	Hier sehen wir zunehmend die Herausforderung der sogenannten Rückkehrer, also Dschihadisten, die aus den von der Terrormiliz „Islamischer Staat“ besetzten Gebieten in Syrien und im Irak zurück nach Deutschland kommen.	4
19	18_119_2015-09-08	Ich glaube, es war richtig, dass wir eine härtere Bestrafung dieser Hasskriminalität ermöglicht haben durch einen neuen Strafzumessungsgrund, damit Rassisten stärker bestraft werden können, wenn sie Flüchtlinge angreifen, Unterkünfte in Brand stecken oder in diesem unsäglichen Umfang, wie wir ihn leider in Onlineforen erleben, menschenverachtende Hetze verbreiten.	1.5
20	18_119_2015-09-08	Asyl und Schutz nach der Genfer Flüchtlingskonvention.	x
21	18_119_2015-09-08	Ich möchte auf den Umgang mit dem Thema „Asyl und Migration“ aus rechtspolitischer Sicht zu sprechen kommen.	x
22	18_119_2015-09-08	Das Grundrecht auf Asyl steht vor dem Hintergrund unserer Geschichte, vor dem Hintergrund der christlichen Nächstenliebe und Humanität in keiner Weise zur Disposition.	1
23	18_119_2015-09-08	Wir müssen die rechtlichen Regelungen in Bezug auf den Aufenthalt und die Gewährung von Asyl und Zuflucht auf den Prüfstand stellen und dafür sorgen, dass unser Land genügend Kapazitäten hat, um den wirklich Schutzbedürftigen und den Menschen mit Bleibeperspektive zu helfen.	2
24	18_119_2015-09-08	Das heißt auch, dass wir diejenigen, die keine Bleibeperspektive und keinen Asylgrund haben, bitten, in ihre Heimat zurückzukehren.	4.2
25	18_119_2015-09-08	Nur so können wir das Grundrecht auf Asyl auf Dauer aufrechterhalten.	x
26	18_119_2015-09-08	Uns alle beschäftigen in diesen Tagen die Bilder von Asylsuchenden in vollgestopften Zügen, von Asylsuchenden, die, untergebracht in Hallen oder anderen Notunterkünften, auf ihre Registrierung warten.	2.1
27	18_119_2015-09-08	Doch wie geht es für die Asylsuchenden danach weiter?	x
28	18_119_2015-09-08	Ich begrüße, dass die BaFin bereits jetzt die Vorgaben für Dokumente gelockert hat, um die Auszahlung von Sozialleistungen zu ermöglichen, eben auch an Asylsuchende.	x
29	18_119_2015-09-08	Neben anderen Projekten ist der Verbraucherschutz von Migranten, insbesondere in der digitalen Welt, ein Projekt im Titel „Information der Verbraucherinnen und Verbraucher“.	x
30	18_119_2015-09-08	Die Zuwanderer müssen sich jetzt mit unserer Kultur auseinandersetzen und viele Kaufentscheidungen treffen.	x
31	18_119_2015-09-08	Da die Zuwanderer solche familiären Netzwerke hier nicht haben, müssen sie sich auch diesbezüglich neu orientierten.	x
32	18_119_2015-09-08	Ich glaube, wir werden auch gut daran tun – das wird eine sehr wesentliche Integrationsaufgabe sein –, diejenigen, die zu uns kommen und die bisher nicht in einer rechtsstaatlichen Situation gelebt haben, und diejenigen, die möglicherweise mit unserer Rechtsordnung gar nicht klarkommen, davon zu überzeugen, dass sie diese Rechtsordnung annehmen und dass sie sie am Ende des Tages auch aktiv mit uns leben müssen, wenn sie bei uns leben wollen.	1.6
33	18_119_2015-09-08	Das ist auch eine Bekämpfung von Fluchtursachen.	x
34	18_119_2015-09-08	Wir unterscheiden zwischen jenen, die wegen Krieg und Verfolgung Aussicht auf Asyl haben, und denen, die keine Chance auf eine Zukunft in Deutschland haben.	x
35	18_119_2015-09-08	Wer aus einem sicheren Land kommt, der soll während des Asylverfahrens anders behandelt werden können als jemand aus einem Kriegsgebiet, zum Beispiel in der Erstaufnahmeeinrichtung verbleiben müssen und gar nicht erst auf die Kommunen verteilt werden, damit sein Verfahren schnell bearbeitet werden kann.	2
36	18_119_2015-09-08	Wer nach einem abgeschlossenen Asylverfahren ausreisen muss, der soll weniger Leistungen bekommen als jemand, der dauerhaft hierbleiben darf.	x
37	18_119_2015-09-08	Diese Unterscheidung ist die Voraussetzung für eine breite Akzeptanz des Grundrechts auf Asyl in unserer Bevölkerung.	1.5
38	18_119_2015-09-08	Wir werden dafür unsere Außenund Entwicklungspolitik stärker auf die Bekämpfung der Fluchtursachen in den wichtigsten Herkunftsländern konzentrieren müssen: national genauso wie auf der Ebene der Europäischen Union.	2.1
39	18_119_2015-09-08	Wir werden nicht den Asylbewerbern, die nach Deutschland kommen, obwohl sie auf ein anderes Land verteilt wurden, bei uns Asylbewerberleistungen geben, sondern sie an das Land verweisen, in das sie verteilt worden sind.	x
40	18_119_2015-09-08	Ich nenne aus Zeitgründen nur ganz wenige: die Bekämpfung des Terrorismus und der organisierten Kriminalität, der Kampf gegen den Wohnungseinbruch, die Digitalisierung unserer Gesellschaft mit all den Herausforderungen, die dazugehören.	x
41	18_119_2015-09-08	Der versuchte Anschlag im Schnellzug Thalys in Frankreich hat uns allen vor Augen geführt, dass es beim Terrorismus keine Pause gibt, auch wenn wir vielleicht gerade von dem Flüchtlingsproblem absorbiert sein könnten.	x
42	18_119_2015-09-08	Es gibt aber viele andere Aspekte, zum Beispiel die Integration von qualifizierten Asylbewerbern und Flüchtlingen in unseren Arbeitsmarkt.	3.2
43	18_119_2015-09-08	Und der bayerische Innenminister Herrmann, der ja gerade als besonders kompetenter Integrationsexperte aufgefallen ist, sagt zu der richtigen Entscheidung der Bundesregierung, die Flüchtlinge aus Ungarn einreisen zu lassen, dass dies – Zitat – „ein völlig falsches Signal innerhalb Europas“ sei.	x
44	18_119_2015-09-08	Das ist unser Grundrecht auf Asyl, unsere Verpflichtung und unser Ausdruck von Werten und von Menschlichkeit.	1.1
45	18_119_2015-09-08	Deswegen halte ich es für unbedingt erforderlich – das ist für mich eine der wichtigsten Forderungen bei den Diskussionen über die Maßnahmen, die wir demnächst beschließen und ergreifen werden –, die Asylverfahren zu beschleunigen.	1
46	18_119_2015-09-08	Für diejenigen, die hier Schutz bekommen und denen wir hier Frieden und eine Perspektive geben, müssen wir mehr und schneller etwas tun, wenn es um ihre Integration geht.	2.3
47	18_119_2015-09-08	Wir müssen noch mehr tun für die Integration derjenigen in den Arbeitsmarkt, die bleiben können, und auch für die Sprachförderung.	3
48	18_119_2015-09-08	Einwanderung ist essenziell erforderlich für unsere Gesellschaft.	1.6
49	18_119_2015-09-08	Was die Willkommenskultur angeht, haben wir jetzt eine ganz andere Situation als Anfang der 90er-Jahre.	x
0	18_119_2015-09-08	Aber während wir über unsere Willkommenskultur sprechen, brennen Unterkünfte für Flüchtlinge, werden Anschläge verübt.	1.3
1	18_119_2015-09-08	Ich denke, wir haben hiermit eine gute Grundlage für die weitere Diskussion über Flüchtlinge und Einwanderung gelegt.	x
2	18_119_2015-09-08	Auch das halte ich für ein Missmanagement bei der Sicherheitsaufgabe und der Problematik, die wir alle gerade mit Betroffenheit zu gewärtigen habe, dass es nämlich Übergriffe gibt auf Asylbewerber und auf diejenigen, die sich für diese engagieren, auch für deren richtige Unterbringung.	1.3
3	18_119_2015-09-08	Mit Vorsatz wird jeden Tag europäisches Recht tausendfach gebrochen, und man ist froh, dass man selber nicht die Belastungen tragen muss, die mit der Aufnahme einer großen Zahl von Flüchtlingen und Zuwanderern verbunden ist.	4
4	18_119_2015-09-08	Wir brauchen gemeinsame Aufnahmezentren in den europäischen Grenzstaaten.	x
5	18_119_2015-09-08	Unser Ziel muss es sein, die Asylverfahren nicht in Monaten, sondern in Wochen zu entscheiden.	x
6	18_119_2015-09-08	Wir müssen zweitens genau unterscheiden zwischen denen, die unseres Schutzes bedürfen, und denen, die letztlich einen Asylantrag in Deutschland stellen, weil sie in ihren Heimatländern keine wirtschaftliche Zukunft sehen.	x
7	18_119_2015-09-08	Eine wirtschaftliche Notlage ist kein Asylgrund.	x
8	18_119_2015-09-08	Einwanderung erfolgt in Deutschland nicht über das Asylrecht.	x
9	18_119_2015-09-08	Nur wer die Aufnahmebereitschaft in der Bevölkerung sichert, wird das Grundrecht auf Asyl und zentrale Errungenschaften der Europäischen Union dauerhaft und uneingeschränkt bewahren können.	x
10	18_119_2015-09-08	Da wird im Grunde genommen pauschal einer ganzen Flüchtlingsgruppe das Recht abgesprochen, dass deren Asylanträge unvoreingenommen geprüft werden.	x
11	18_119_2015-09-08	Sie tun hier aber einfach so, als wenn all diese Leute vor allen Dingen auf den Arbeitsmarkt wollten, und diskriminieren diese Menschen dadurch, dass Sie ihnen im Grunde genommen das Recht absprechen, hier Asyl zu beantragen.	2.2
12	18_119_2015-09-08	Das Asylrecht darf nicht ausgehöhlt werden.	x
13	18_119_2015-09-08	Wir verlangen hier ganz klar von Ihnen eine klare Prüfung jedes einzelnen Asylantrags statt pauschaler Verurteilungen von Flüchtlingsgruppen, die aus dem Westbalkan kommen.	x
14	18_119_2015-09-08	Das bedeutet zum Beispiel, von Anfang an bundesweit die Kosten für die Flüchtlingsaufnahme zu übernehmen und den Kommunen das zu überlassen, was wichtig ist, nämlich die Integration von Anfang an, also Sprachunterricht, Eingliederung in den Arbeitsmarkt und die Dinge, die nötig sind, damit die Menschen hier schnell wirklich ankommen.	x
15	18_119_2015-09-08	Meine Damen und Herren, Zuwanderung muss eine Bereicherung sein.	1.6
16	18_119_2015-09-08	Es ist durch Studien erwiesen, dass  Zuwanderung eben nicht Zuwanderung in unsere Sozialsysteme heißt.	4.4
17	18_119_2015-09-08	Deshalb denke ich: Egal ob Menschen aus Angst vor Verfolgung, Krieg, Hunger oder Armut fliehen, es muss darum gehen, Fluchtursachen zu beseitigen.	x
18	18_119_2015-09-08	Es bedeutet aber auch, die Fluchtursachen, die jeden Tag neu geschaffen werden, zu beseitigen.	x
19	18_119_2015-09-08	Deswegen sage ich: Machen Sie endlich etwas gegen die Fluchtursachen, reden Sie nicht nur darüber.	x
20	18_119_2015-09-08	Da ist „Flüchtling“ in diesem Zusammenhang ein völkerrechtlich klar definierter Begriff, genauso wie das Grundrecht auf Asyl.	x
21	18_119_2015-09-08	Dass jemand zu uns kommt, weil er in seiner Heimat keine wirtschaftliche und persönliche Perspektive sieht, ist verständlich und übrigens auch kein Verbrechen, aber es ist eben kein Asylgrund.	x
22	18_119_2015-09-08	Das Asylverfahren ist der falsche Weg, um nach Deutschland zu kommen.	x
23	18_119_2015-09-08	Er ist übrigens auch kein Betrüger, ich finde, auch kein Asylbetrüger.	x
24	18_119_2015-09-08	Das A und O wird jetzt sein, für schnelle Asylverfahren zu sorgen.	x
25	18_119_2015-09-08	Maßnahmen zur Vereinfachung von Asylverfahren findet man in dem Papier nicht.	x
26	18_119_2015-09-08	Frau Kollegin Högl, im Gegensatz zur SPD haben wir definiert, wie die Vereinfachung und Beschleunigung von Asylverfahren gelingen kann.	x
27	18_119_2015-09-08	Es ist Ressourcenverschwendung, wenn man alle Asylanträge von anerkannten Flüchtlingen nach drei Jahren erneut überprüft.	4.2
28	18_119_2015-09-08	Meine Fraktion ist der Auffassung, dass, um tatsächlich einen Anreiz zur Beschleunigung der Verfahren zu setzen, nach einem Jahr ein Schnitt gemacht werden sollte, dass für Asylverfahren, die nicht innerhalb eines Jahres beschieden werden, quasi eine Altfallregelung gelten sollte.	x
29	18_119_2015-09-08	Denn wie wollen Sie bitte schön erklären, dass man Syrer nicht nach Ungarn, Italien oder Bulgarien abschieben darf, eritreische oder irakische Flüchtlinge aber schon?	2.1
30	18_119_2015-09-08	Das macht keinen Sinn,  (Beifall beim BÜNDNIS 90/DIE GRÜNEN und bei der LINKEN)  zumal es um die Abschiebung in ein Land geht, das Flüchtlinge interniert, kriminalisiert und demnächst mit Notstandsgesetzen und drakonischen Strafen bei illegaler Einreise reagiert.	2.1
31	18_119_2015-09-08	Aus meiner Sicht sind es zwei Schwerpunkte, die wir vernehmen können, und zwar die Stärkung der Terrorismusbekämpfung und der Bereich des Asylverfahrens und der Integration.	x
32	18_119_2015-09-08	Zum ersten Bereich, der Stärkung der Terrorismusbekämpfung.	x
33	18_119_2015-09-08	Die Bedrohungslage durch den internationalen Terrorismus stellt unsere Sicherheitsbehörden vor große Herausforderungen.	x
34	18_119_2015-09-08	Der weitere Schwerpunkt „Asylverfahren und Integration“ – wir haben es heute in vielen Beiträgen gehört – ist ein äußerst emotionaler Bereich.	x
35	18_119_2015-09-08	Trotz aller Emotionen – da schließe ich an die Aussagen von Thomas Strobl an – brauchen wir, glaube ich, die – ich will es einmal so formulieren – richtige Balance zwischen Herz und Verstand, um dieser Aufgabe gerecht zu werden, um diese Herausforderung der Asyl- und Flüchtlingspolitik zu lösen.	x
36	18_119_2015-09-08	Wir müssen uns in nächster Zeit darüber unterhalten, wie  wir bei diesen gestiegenen Anforderungen ausgewiesene Stellen weiterhin schnellstmöglich besetzen können, um dieser Aufgabe effektiv nachgehen zu können.	x
37	18_119_2015-09-08	Die, die einen Asylgrund haben, werden schnell auf die Kommunen verteilt, und die Integration soll frühestmöglich – so wie Sie es beschrieben haben, Herr Lischka – anfangen.	x
38	18_119_2015-09-08	Deshalb müssen diejenigen ohne Asylgrund, so schwer es auch ist, schnell in ihre Heimat zurückgeführt werden, so menschlich nachvollziehbar wirtschaftliche oder andere soziale Gründe auch sind.	2
39	18_119_2015-09-08	Unser Asylrecht bietet keinen geeigneten Weg hierfür.	x
40	18_119_2015-09-08	Wir werden Fluchtursachen in den Heimatländern stärker bekämpfen und natürlich die Solidarität anderer EU-Länder einfordern.	2.3
41	18_119_2015-09-08	Neben der europäischen Solidarität müssen wir auf ein gemeinsames Asylsystem drängen, immer wieder Wert darauf legen und dafür werben.	2.3
42	18_119_2015-09-08	Die CSU will abschieben, abschrecken, abschotten und dann noch die Schuld der SPD zuweisen.	x
43	18_119_2015-09-08	Das BMI und seine nachgeordneten Behörden stehen beim Thema „Integration und Innere Sicherheit“ vor großen Herausforderungen.	x
44	18_119_2015-09-08	Wir können auch nicht allen, die zu uns wollen, eine Perspektive für Integration in Deutschland bieten.	x
45	18_119_2015-09-08	Die Zahl der Asylbewerber wächst exponentiell.	4.1
46	18_119_2015-09-08	Das Problem ist auch, dass wenige Kilometer davon entfernt an einer Bahnlinie Flächen zur Verfügung stehen, auf denen man Unterkünfte bauen und Asylbewerber unterbringen wollte, aber dann waren sie zu nah an der Bahnlinie, und aus immissionsschutzrechtlichen Gründen war es nicht möglich, dort Unterkünfte zu errichten.	x
47	18_119_2015-09-08	In den letzten Jahren wurden die Asylverfahren deutlich beschleunigt.	x
48	18_120_2015-09-09	Wenn die Bundesregierung nicht ernsthaft beginnt, die Fluchtursachen wirksam zu bekämpfen, die Weltprobleme ernsthaft anzugehen, werden sie täglich verschärfter zu uns kommen, bis sie unbeherrschbar sind.	4.1
49	18_120_2015-09-09	Warum drängen Sie nicht darauf, wirksam gegen Krieg, Hunger, Not, Elend, Armut und Rassismus vorzugehen?	x
0	18_120_2015-09-09	Deshalb sage ich Ihnen noch einmal: Wir müssten den Solidaritätszuschlag nicht abschaffen, sondern beibehalten und das Aufkommen daraus gerecht unter den 16 Bundesländern verteilen, damit diese die Aufgaben bei der Unterbringung und bei der Integration der Flüchtlinge meistern können.	x
1	18_120_2015-09-09	Das Asylverfahren ist übrigens Bundesrecht.	x
2	18_120_2015-09-09	Sie erweitern die Zahl sicherer Herkunftsländer, um schneller abschieben zu können.	2.5
3	18_120_2015-09-09	Eine dieser Folgen ist, dass voraussichtlich bis zu 800 000 Menschen einen Antrag auf Status als Bürgerkriegsflüchtling oder auf politisches Asyl stellen werden.	x
4	18_120_2015-09-09	Die Koalition hat im Koalitionsausschuss am Sonntag gemeinsame Positionen erarbeitet, wie wir die richtige Antwort auf die augenblickliche Asyl- und Flüchtlingssituation geben.	x
5	18_120_2015-09-09	Diejenigen, die als Asylsuchende zu uns kommen oder als Kriegsflüchtlinge anerkannt werden, brauchen unsere Hilfe, damit sie sich schnell integrieren können.	2.1
6	18_120_2015-09-09	Wir dürfen nicht wegsehen, wenn sich Milieus verfestigen, die Integration ablehnen, oder wenn sich Parallelgesellschaften herausbilden.	2.3
7	18_120_2015-09-09	Wir müssen effektiv gegen Schlepperbanden vorgehen.	x
8	18_120_2015-09-09	Denn es kann nicht sein – die Türkei und Griechenland sind NATO-Mitgliedstaaten –, dass Schlepper sozusagen das bestimmende Element in einer Region sind, in der diese beiden Länder ihre Grenze haben.	x
9	18_120_2015-09-09	Nur so werden sich alle Mitgliedstaaten auch um die Behebung von Fluchtursachen und internationalen Konflikten kümmern.	x
10	18_120_2015-09-09	Heute haben bereits 30 Prozent der Kinder und Jugendlichen einen Migrationshintergrund, und dabei habe ich die „Ossis“ noch nicht mitgerechnet.	1.2
11	18_120_2015-09-09	Bei Migration und Integration geht es um eine gesamtgesellschaftliche Aufgabe.	1.6
12	18_120_2015-09-09	Hier bahnte sich ein Kollaps an, und das europäische und deutsche Asylsystem kann nicht mehr funktionieren.	4
13	18_120_2015-09-09	Stattdessen hat Deutschland gerade einmal so viele Entscheider für Asylverfahren wie die Niederlande: 500.	x
14	18_120_2015-09-09	Es kann doch nicht sein, dass man noch immer einem Schlepper 1 000 oder sogar 4 000 Euro zahlen muss, obwohl ein Flug von Bodrum nach Berlin nur 77 Euro kostet.	2.1
15	18_120_2015-09-09	Schlepperbekämpfung betreibt man am besten mit sicheren Wegen.	x
16	18_120_2015-09-09	Das macht man nicht, indem man nur so tut, als würde man Schlepper bekämpfen, aber letztendlich „Schiffe versenken“ spielt.	x
17	18_120_2015-09-09	Schlepper bekämpft man, indem man sichere Wege nach Europa schafft und diesem Unwesen endlich ein Ende setzt.	2.4
18	18_120_2015-09-09	Ob nun Zäune errichtet werden, Gutscheine eingesetzt werden oder abgelehnte Asylbewerber schlechter behandelt werden – ich glaube übrigens, dass dieser Vor Katrin Göring-Eckardt  Deutscher Bundestag – 18.	x
19	18_120_2015-09-09	Jede und jeder hat das Recht, überprüfen zu lassen, ob er oder sie Anspruch auf Asyl hat.	1.1
20	18_120_2015-09-09	Weil es dieses Grundrecht gibt, meine Damen und Herren, kann es schon rechtslogisch gar keinen Asylmissbrauch geben.	1.1
21	18_120_2015-09-09	Jetzt zu sagen, man könne auch nach Syrien abschieben, das finde ich der Situation nicht angemessen.	2.5
22	18_120_2015-09-09	Ihr Fortschrittsvorsprung gefühlt auch sein mag, leider ist Ihnen recht spät aufgefallen, dass Sie wenigstens ein „Einwanderungsgesetz light“ wollen.	x
23	18_120_2015-09-09	Wir können hier nicht über die Lasten der Flüchtlingsaufnahme stöhnen und weiter jeden Elan bei der Bekämpfung der Fluchtursachen vermissen lassen.	x
24	18_120_2015-09-09	Es ist immer viel leichter, das Böse in den USA zu sehen, als sich selber Gedanken über Fluchtursachen und über eine gerechte Verteilung der Flüchtlinge in Europa zu machen.	x
25	18_120_2015-09-09	Ich finde, wir müssen in der Entwicklungspolitik einen deutlich stärkeren Akzent auf die Fluchtursachen setzen.	x
26	18_120_2015-09-09	Wir werden die  Unterbringung der Flüchtlinge verbessern und die Asylverfahren beschleunigen.	x
27	18_120_2015-09-09	Unser Ziel ist es, dass nur noch Flüchtlinge mit Bleibeperspektive auf die Kommunen verteilt werden, damit sich diese von Anfang an voll und ganz auf die Integration konzentrieren können.	x
28	18_120_2015-09-09	Bei ihnen haben wir auf schnelle Integration verzichtet in dem Glauben, sie würden uns bald wieder verlassen.	x
29	18_120_2015-09-09	Aber diese Leute haben keine Chance, bei uns Asyl zu bekommen.	x
30	18_120_2015-09-09	Die richtige Antwort ist deshalb ein Einwanderungsgesetz,  (Beifall bei der SPD sowie bei Abgeordneten des BÜNDNISSES 90/DIE GRÜNEN)  ein Einwanderungsgesetz, mit dem wir die Nachfrage nach gut ausgebildeten Arbeitnehmern steuern können.	3.4
31	18_120_2015-09-09	Auch wenn es in der Koalition noch keine Einigung über ein Einwanderungsgesetz gibt – das ist ein erster Schritt in die richtige Richtung.	x
32	18_120_2015-09-09	Jeder einzelne von uns muss sich den Rechtsextremen entgegenstellen, so wie es der Bürgermeister von Heidenau gemacht hat, als der rechte Mob durch die Straßen seiner Stadt zog und Polizei und Asylbewerber bedrohte.	2.3
33	18_120_2015-09-09	Vor über 100 Jahren sind die Menschen aus der Schwäbischen Alb nach Amerika ausgewandert, weil die Scholle sie nicht mehr ernährt hat.	1.2
34	18_120_2015-09-09	Diejenigen, die keinen Asylgrund haben und trotzdem kommen, müssen so schnell als möglich wieder in ihre Heimat zurückkehren.	4
35	18_120_2015-09-09	Wir haben nicht danach gefragt, ob jemand hundertprozentig qualifiziert ist, etwa durch ein pädagogisches Studium, um Kinder zu betreuen oder Sprachkurse durchzuführen.	x
36	18_120_2015-09-09	Menschen, die bisher qualifizierten Sprachunterricht an einer Volkshochschule gegeben haben, können doch auch Deutschunterricht in Integrationskursen geben.	x
37	18_120_2015-09-09	Das ist natürlich bei der Bekämpfung der Fluchtursachen nicht anders.	x
38	18_120_2015-09-09	Denn wir haben es bei dem Thema „Bekämpfung der Fluchtursachen“ ja nicht mit Neuigkeiten zu tun.	x
39	18_120_2015-09-09	Unser Fraktionsvorsitzender, Thomas Oppermann, hat darauf aufmerksam gemacht, dass der elementare Mittelaufwuchs im Entwicklungshilfeministerium – ich nenne es jetzt einmal so verkürzt – im Jahr 2016 bisher nur zu einem Bruchteil zur Bekämpfung der Fluchtursachen eingesetzt werden soll.	x
40	18_120_2015-09-09	Die Kanarischen Inseln sehen sich vor allem in den letzten fünf Jahren  – also wohlgemerkt: seit 2002 –  mit einem zuvor nie erlebten Ausmaß an illegaler Einwanderung auf dem Seeweg vom Nachbarkontinent Afrika konfrontiert.	x
41	18_120_2015-09-09	Einen Höhepunkt erreichten die Einwanderungsströme im Jahr 2006.	x
42	18_120_2015-09-09	Bis dahin waren ausschließlich die Länder und Kommunen in den ersten vier Jahren für die Leistungen nach dem Asylbewerberleistungsgesetz zuständig.	x
43	18_120_2015-09-09	Erst 2012 hat das Bundesverfassungsgericht geurteilt, dass diese Situation – die Asylbewerber haben damals nur 60 Prozent der SGB-II-Leistungen erhalten – nicht verfassungskonform ist.	x
44	18_120_2015-09-09	Es wurde vor allen Dingen geregelt, dass die Asylbewerber viel früher einen Anspruch auf Sprachkurse und den Zugang zum Arbeitsmarkt haben.	x
45	18_120_2015-09-09	Ein großer Teil von ihnen wird vor dem Hintergrund dieses neuen Asylbewerberleistungsgesetzes schon bald vor unseren Jobcentern und der Bundesagentur für Arbeit stehen.	4.4
46	18_120_2015-09-09	Vor allen Dingen aber müssen wir qualitätsvolle Bildungsangebote sicherstellen, die die Voraussetzung für Integration und Arbeit sind.	1.1
47	18_120_2015-09-09	Die Integration funktioniert.	x
48	18_120_2015-09-09	Das ist eine großartige Leistung, eine Leistung der Menschen in Bayern, aber auch der Migranten, eine Leistung in den Kinderbetreuungseinrichtungen, in den Schulen und eine großartige Leistung auch in den Behörden.	x
49	18_120_2015-09-09	Wir müssen bei den Bürgerkriegsflüchtlingen – bei denen, die tatsächlich verfolgt sind – dafür sorgen, dass sie – mit Sprachkursen und am Arbeitsmarkt – schnell in diese Gesellschaft integriert werden.	2.3
0	18_120_2015-09-09	Wir müssen aber, um dies sinnvoll und effizient zu gestalten, auch dafür sorgen, dass wir schnellere Asylverfahren bekommen.	x
1	18_120_2015-09-09	Ich will all das unterstreichen, was zur Bekämpfung der Fluchtursachen gesagt wurde.	x
2	18_120_2015-09-09	Ich denke an das Thema Integrationskurse, für die wir mehr Plätze brauchen, weil es schon jetzt ein Rekordinteresse an diesen Plätzen gibt.	x
3	18_120_2015-09-09	Ich bin auch der Meinung, dass wir uns bei den Beratungen im Haushaltsausschuss noch einmal genau anschauen sollten, ob wir nicht noch mehr tun können, ob wir nicht noch entschiedener vorgehen können gegen die Schleuserbanden, gegen diese Schlepperorganisationen und ob wir das Bundeskriminalamt an dieser Stelle nicht etwas besser ausstatten.	x
4	18_120_2015-09-09	Gute Entwicklungszusammenarbeit ist vor allem dann gegeben, wenn sie Menschen Lebensperspektiven in ihrer Heimat gibt und somit Fluchtursachen minimiert werden können.	x
5	18_120_2015-09-09	Flucht, Asyl und Integration von Menschen, die zu uns kommen und dann nach der Anerkennung eine Chance haben sollen, über Arbeit, Soziales sozusagen voll in diese Gesellschaft aufgenommen zu werden und Teil dieser Gesellschaft zu werden.	1.6
6	18_120_2015-09-09	Aus dieser ökonomischen Stärke – die korrespondiert mit den Zahlen des Bundeshaushalts – erwächst eine besondere Verantwortung Deutschlands – nicht Deutschlands allein –, die Integration der Menschen positiv zu befördern.	x
7	18_120_2015-09-09	Mir tut es im Herzen und im Glauben weh, dass die Staatschefs aus Polen, der Slowakei, aus Tschechien und Ungarn, die sich am letzten Freitag in Prag getroffen haben, im Brustton der Überzeugung sagen, sie wollen sich an dieser Integrationsarbeit nicht beteiligen.	x
8	18_120_2015-09-09	Gerade die Flucht-, Asyl- und Integrationsfragen, Frau Präsidentin, können nur gelöst werden, indem wir in Deutschland Milliarden von privatem Kapital mit öffentlicher Unterstützung für sozialen Wohnungsbau verwenden, der sich an den Bedürfnissen der Menschen orientiert, egal ob die Menschen hier schon lange leben oder jetzt kommen.	x
